File,ESTC ID,Title,Author,Printer,Location,City,Subject,Notes,Misc.,Category,Genre,Genre Category
WB MI 20181002.csv,N2585,"The history of Tom Jones, a foundling. By Henry Fielding, Esq; ","Fielding, Henry",printed for Alexander Donaldson,,E,English fiction.,,", 1707-1754.",Literary,Fiction,
WB MI 20181002.csv,N2588,"The history of Tom Jones, a foundling. By Henry Fielding, Esq; in three volumes","Fielding, Henry",[s.n.],,E,English fiction.,,", 1707-1754.",Literary,Fiction,
WB MI 20181002.csv,N25953,"The West-India pilot: containing piloting directions for Port Royal and Kingston Harbours in Jamaica, ... The true courses and distances through the windward passages, ... Certain directions for running down to Jamaica from the eastward, ... Course","Speer, Joseph Smith",printed for the author and sold by S. Hooper,,L,Pilot guides -- West Indies.,,,Instructional/Reference,Guidebooks,
WB MI 20181002.csv,N26007,"The works of Shakespear. In which the beauties observed by Pope, Warburton, and Dodd, are pointed out. Together with the author's life; a glossary; copious indexes; and, a list of the various readings. In eight volumes","Shakespeare, William",printed by Alexander Donaldson. ,"Sold at his shop, No. 48, East corner of St. Paul's Church-Yard, London; and at Edinburgh",E,"English drama (Tragedy) -- 18th century.; Verse drama, English -- Early works to 1800.Plays.","In 1769 Alex. Donaldson and Wal. Ruddiman shared the printing of this edition each doing 4 vols. Two states of the title exist: this one with Donaldson in the imprint another with Ruddiman"" (DFo).; In fact the dramatic works only.""",", 1564-1616.",Literary,Collection,
WB MI 20181002.csv,N26532,A candid and impartial account of the very great probabiliy [sic] that there is discovered a specific for the gout: in which several circumstances are laid open necessary to be known by every gouty person,"Drake, R.",printed for the author,,L,Gout -- Early works to 1800.Essays.,Anonymous. By R. Drake.,,Scientific/Scholarly,Dissertations,
WB MI 20181002.csv,N26686,"Some remarks on Dr. Cadogan's Dissertation on the gout, and all chronic diseases, jointly considered, &c",AnonN26686,printed for R. Baldwin,in Pater-Noster Row,L,"Cadogan, William, 1711-1797. Dissertation on the gout. French -- Early works to 1800.Gout -- Early works to 1800.",With a half-title.,,Scientific/Scholarly,Dissertations,
WB MI 20181002.csv,N26965,"A catalogue of a collection of prints, and books of prints, by the most eminent antient and modern masters; consisting of fine historical prints and foreign portraits, By the following, viz. Albert Durer, Raphael, Rubens, Vandyck, Rembrandt, Salvat","Thane, John",s.n.,,L,"Catalogs, Book -- Early works to 1800.; Prints -- Catalogs -- Early works to 1800.Advertisements.; Catalogs.",,", 1748-1818.",Commercial/Organizational;Instructional/Reference,Catalogue,
WB MI 20181002.csv,N27128,"A catalogue of the libraries of Sir John Cross, Bart. and other gentlemen, deceased, consisting of fifteen thousand volumes of rare and valuable books, in almost all languages; a fine collection of Historians and Antiquarians, particularly those of","Evans, Thomas",s.n.,,L,"Catalogs, Book -- Early works to 1800.Advertisements.; Catalogs.",,", 1742-1784.",Commercial/Organizational;Instructional/Reference,Catalogue,
WB MI 20181002.csv,N27530,"The tragedy of the Lady Jane Gray. As it is acted at the Theatre Royal in Drury-Lane. By N. Rowe, Esq;","Rowe, Nicholas","printed for T. Lowndes, T. Caslon, C. Corbett, and S. Bladon",,L,"Grey, Jane, Lady, 1537-1554 -- Drama.",With an epilogue (p.[70]) and a prologue (pp.[71-72].,", 1674-1718.",Literary,Play,
WB MI 20181002.csv,N27762,"The true method of reducing ruptures; and retaining them in the abdomen, and in the navel: ... To which is added, a postscript. By Robert Brand, ","Brand, Robert","printed for the author, and sold by him. Sold also by S. Bladon; and Messrs. Richardson and Urquart [sic]",,L,Abdomen -- Rupture -- Early works to 1800.; Hernia -- Early works to 1800.; Navel -- Early works to 1800.,,,Scientific/Scholarly,Dissertations,
WB MI 20181002.csv,N27819,"A collection of plans of the capital cities of Europe, and some remarkable cities in Asia, Africa, & America: with a description of their most remarkable buildings, trade, situation, extent, &c. &c. Selected from the best authorities in two volumes","Andrews, John",Published according to act of Parliament 15 March 1771. & sold by Jno. Andrews ,No. 5 in the Fish Market Westminster Bridge A. Dury in Dukes Court St. ,L,Capitals (Cities),"The titlepage is engraved on a folding plate.; With an index, engraved.; First published in 1771 as 'A collection of plans of the most capital cities'.",", 1736-1809.",Commercial/Organizational;Historical,Travel Literature?,
WB MI 20181002.csv,N28084,"The christian's consolations against the fears of death. With seasonable directions how to prepare ourselves to die well. The whole illustrated with notes, and a large collection of Parallel Passages from our most eminent Divines, and other celebra","Drelincourt, Charles","printed by A. Murray & J. Cochran. For James Meuros, ",Kilmarnock,E,Death -- Religious aspects -- Christianity -- Early works to 1800.,,", 1595-1669.",Religious,Catechism,
WB MI 20181002.csv,N28566,"A dissertation on the gout, and all chronic diseases, jointly considered, as proceeding from the same causes; what those causes are; and a rational and natural method of cure proposed. Addressed to all invalids. By William Cadogan, Fellow of the Co","Cadogan, William",printed for J. Dodsley,in Pall-Mall,L,Gout.; Diseases -- Causes and theories of causation.,With a half-title.,", 1711-1797.",Scientific/Scholarly,Dissertations,
WB MI 20181002.csv,N28568,"A dissertation on the gout, And all chronic diseases, jointly considered; as proceeding from the same causes; what those causes are; and a rational and natural method of cure proposed. Addressed to all invalids. By William Cadogan, fellow of the Co","Cadogan, William",Printed for J. Dodsley,in Pall-Mall,L,Diseases -- Causes and theories of causation.,With a half-title.,", 1711-1797.",Scientific/Scholarly,Dissertations,
WB MI 20181002.csv,N29078,"The complaint; or, night-thoughts on life, death, and immortality. by the Reverend Edward Young, ... To which are added, some thoughts on the late rebellion, and a paraphrase on the book of Job by the same author","Young, Edward",printed in the year,,L,English poetry.,Anonymous. By Edward Young.; Verse.,", 1683-1765.",Literary,Poems,
WB MI 20181002.csv,N29311,"An admonition to unconverted sinners: In a serious treatise, shewing, I. What conversion is not, and correcting some mistakes about it. II. What conversion is and where in consisteth. III. The necessity of conversion. IV. The marks of the unconvert","Alleine, Joseph",[s.n.],,L,Conversion -- Christianity -- Early works to 1800.,First published in 1673 as 'An alarme to unconverted sinners'.,", 1634-1668.",Religious,Catechism,
WB MI 20181002.csv,N2934,"The Greek grammar; or, a short, plain, critical, and comprehensive method of teaching and learning the Greek tongue. Wherein, for the greater ease of masters, and the more expeditious improvement of scholars, the common difficulties in the declensi","Holmes, John","printed for L. Hawes and Co., W. Clarke and R. Collins; and W. Johnston","in Pater-Noster Row, in Ludgate-Street",L,Greek language -- Grammar -- 1500-1800.,Titlepage in red and black.; Printed by William Bowyer and John Nichols; their records show 1500 copies printed.; Signatures: A4 a4 b2 B-R4 S2.; Signatures from Maslen and Lancaster.,", 1703-1759.",Instructional/Reference,Grammars,
WB MI 20181002.csv,N29406,"The affected indifference, a novel. ",AnonN29406,printed for F. and J. Noble,,L,,,,Literary,Fiction,
WB MI 20181002.csv,N29777,"Advice to communicants, for necessary preparation, and profitable improvement of the great and comfortable ordinance of the Lord's Supper; ... By Robert Craighead, ","Craghead, Robert","printed by Alex M'Caslan, and sold at his shop",,E,Lord's Supper -- Prayers and devotions -- English.,,,Religious,Catechism,
WB MI 20181002.csv,N29850,"Answers for Jean Broun spouse to John Shaw in Nether Liberton, and the said John Shaw for his interest; and Alexander Shaw their son; Sarah Knight spouse to Andrew Dick allum-worker near Newcastle, in England; and David Knight son to George Knight in",AnonN29850,,,E,,Signed at end: Charles Hay.; Dated at head of drop-head title: January 31. 1771.,,Legal,Trial Proceedings,
WB MI 20181002.csv,N29995,"The art of farriery both in theory and practice, containing the causes, symptoms, and cure of all diseases incident to horses. With anatomical descriptions, illustrated with cuts, ... By Mr. John Reeves, ... The whole revised, corrected, and enlarg","Reeves, John","printed for Carnan and Newbery; Stanley Crowder; and B. Collins, ",in Salisbury,L,Veterinary medicine.,An eminent surgeon = Dale Ingram.,", farrier.",Instructional/Reference;Scientific/Scholarly,Textbooks,
WB MI 20181002.csv,N30189,"The ancient physician's legacy to his country. Being what he has collected himself, in fifty-eight years practice: ... By Thomas Dover, M.B. ","Dover, Thomas",printed and sold by Richard and Henry Causton (successors to the late Mr. Henry Kent),,L,Medicine.,With an index.; Publication date from NUC.,", 1660-1742.",Scientific/Scholarly;Historical,Dissertations,
WB MI 20181002.csv,N30294,"Clementina, a tragedy, as it is perform'd with universal applause at the Theatre-Royal in Covent-Garden","Kelly, Hugh","printed for Edward and Charles Dilly, and T. Cadell",,L,,Anonymous. By Hugh Kelly.; With a half-title.,", 1739-1777.",Literary,Play,
WB MI 20181002.csv,N30553,An attestation to divine truth. In which are pointed out the universal love of the deity; the display of his wisdom; the most certain truth and high importance of the groung of the mystery of nature and grace opened in the Teutonic Theosopher; the ,"Ward, George",Printed for J. Parker; W. Brown; and W. Domville,"in New Bond-Street, the corner of Essex-Street, in the Strand, under the Royal Exchange",L,God -- Early works to 1800.,Anonymous. By George Ward.; The Teutonic theosopher = Jacob Boehme.,,Religious,Catechism?,
WB MI 20181002.csv,N30643,"Clementina, a tragedy, as it is perform'd with universal applause at the Theatre-Royal in Covent-Garden","Kelly, Hugh","printed for Edward and Charles Dilly, and T. Cadell",,L,,Anonymous. By Hugh Kelly.; With a half-title.,", 1739-1777.",Literary,Play,
WB MI 20181002.csv,N3089,"A candid and impartial state of the farther progress of the gout-medicine, of Doctor Le Fevre, being the evidence of the year 1770, and part of the year 1771, Displayed in A Continuation of the Effects and Operation of this Medicine, in the Author'","Marshall, Edmund",printed for Edward and Charles Dilly; J. Robson; and J. Walter,"in the Poultry, in New Bond-Street, at Charing-Cross",L,Evidence-based medicine -- Early works to 1800.; Gout -- Early works to 1800.,With a final advertisement leaf.; Below imprint in square brackets: price 2s.,", active 1770-1771.",Scientific/Scholarly,Treatise,
WB MI 20181002.csv,N30988,"An essay on the nature and cure of scrophulous disorders, vulgarly called the king's evil, deduced from observation and practice. The seventh edition. ... With a plate of the herb vervain: ... By John Morley, ","Morley, John",printed for James Buckland,,L,Scrofula.,First published in 1760 as 'An essay on the nature and cure of the king's evil'.,", -1776.",Scientific/Scholarly,Dissertations,
WB MI 20181002.csv,N3123,Love in a village; a comic opera: as it is performed at the Theatre Royal in Covent-Garden,"Bickerstaff, Isaac",printed for T. Caslon; William Griffin; Carnan and Newbery; W. Nicoll; T. Lowndes; Becket and De Hondt; and R. Baldwin,,L,Operas -- Librettos.,Anonymous. By Isaac Bickerstaffe.; With a final leaf containing a table of songs.; Without the music.,", 1735-1812.",Literary,Opera,
WB MI 20181002.csv,N31544,"The first principles of Christianity. Being the substance of a discourse delivered in the north of Ireland, in the year 1752. By John Cennick","Cennick, John",sold by M. Lewis,"Dublin printed: London, re-printed",L,"Bible. Hebrews, V, 12 -- Sermons -- Early works to 1800.Speeches, addresses, etc., English -- Early works to 1800.Sermons.","Also issued as part of: 'Twenty discourses on the following important subjects, .. vol. II', London, 1770 [1773?], and London, 1777.",", 1718-1755.",Religious,Sermon,
WB MI 20181002.csv,N31613,"A discourse on the consideration of our latter end; in three parts. Adapted to all Ranks and Circumstances of Life, with a View to work upon the Morals, and regulate the Pursuits of Men, in a dissipated Age, by an Impression of the most serious and","Bromley, Robert Anthony","printed for the author, and sold by John Wilkie; and H. Parker","in St. Paul's Church Yard, in Cornhill",L,Death -- Meditations.; Death -- Early works to 1800.,,", 1735-1806.",Literary;Religious,Essays,
WB MI 20181002.csv,N31619,The fables of Flora. By Dr. Langhorne,"Langhorne, John",Printed for J. Murray,"No 32, opposite St. Dunstan's Church, Fleet Street",L,Flowers in literature.,Verse.; With a half-title and a final advertisement leaf.; With a leaf of advertisement and errata following the dedication.,", 1735-1779.",Literary,Essays,
WB MI 20181002.csv,N31650 ,"Elements of the history of England; from the invasion of the Romans to the reign of George II. Translated from the French of Abbe Millot, ... By Mr. Kenrick. In two volumes. ","Millot, abbe (Claude Francois Xavier)","printed for J. Johnson, and W. Nicoll; and J. Murray",,L,Great Britain -- History.,First published in 1769 as 'Elemens de l'histoire d'Angleterre'.,", 1726-1785.",Historical,History,
WB MI 20181002.csv,N3265,"Corderii colloquiorum centuria selecta: or a select century of Corderius's colloquies. With an English translation as literal as possible; designed for the use of beginners in the Latin tongue. By John Clarke, ","Cordier, Mathurin","printed for J. Rivington, R. Baldwin, W. Johnston, William Strahan, Stanley Crowder, [and 6 others ]",in London,L,Latin language -- Conversation and phrase books.,Parallel Latin and English texts.,", 1479-1564.",Instructional/Reference,Grammars,
WB MI 20181002.csv,N32717 ,"Barford Abbey, a novel: in a series of letters. The second edition. In two volumes. ","Gunning, Mrs. (Susannah)",printed for Robinson and Roberts,"No. 25, Paternoster-Row; and T. Cadell, in the Strand",L,"Epistolary fiction, English -- 18th century.Epistolary novels.",Anonymous. By Susannah Gunning.,", 1740?-1800.",Literary,Fiction,
WB MI 20181002.csv,N32776,"The book of common prayer, and administration of the sacraments, ... together with the Psalter, ",Church of England.,printed by Charles Eyre and William Strahan,,L,Church of England -- Liturgy -- Texts.,Final leaf = L12.; With plates.,,Religious,Prayer,
WB MI 20181002.csv,N3291,"A free address to Protestant Dissenters, as such. By a Dissenter","Priestley, Joseph",printed for J. Johnson,"No. 72, in St. Paul's Church-Yard",L,Lord's Supper.; Dissenters -- England.,Dissenter = Joseph Priestley.,", 1733-1804.",Addresses;Religious,Address,
WB MI 20181002.csv,N3306 ,"Dissertations on the prophecies, which have remarkably been fulfilled, and at this time are fulfilling in the world. By Thomas Newton, D.D. Now Lord Bishop of Bristol. In three volumes. ","Newton, Thomas",printed for John and Francis Rivington,at (no 62.) the Bible and Crown in St. Paul's Church-Yard,L,Bible -- Prophecies.,,", 1704-1782.",Religious,Sermon,
WB MI 20181002.csv,N33198,"The history of the adventures of Arthur O'Bradley, &c. A novel. By John Potter","Potter, John",printed for T. Becket and Co. ,,L,,Anonymous. By John Potter.,", active 1754-1804.",Literary;Historical,Fiction,
WB MI 20181002.csv,N33265,"The knowledge of divine things from revelation, not from reason or nature. Wherein The Origin and Obligation of Religious Truths are demonstrated: Arguments of Deists, Moralists, &c. proved to have no Foundation in Nature or Reason. The Inlets of K","Ellis, John",printed by R. Hett; and sold by E. Johnson (successor to Mr. B. Dod) ,"at No 12. in Ave-Mary-Lane, Ludgate-Street",L,Apologetics -- Early works to 1800.; Apologetics -- History -- 18th century.; Revelation -- Early works to 1800.,With two final advertisement leaves.; No more published?.,", 1688 or 1689-approximately 1768.",Religious,Catechism?,
WB MI 20181002.csv,N33384,"Hymns, for the amusement of children. Embellished with cuts","Smart, Christopher",printed for T. Carnan,,L,Children's songs.,,", 1722-1771",Puzzles/Music/Jests;Religious,Hymns,
WB MI 20181002.csv,N33889,"The life of Joseph, the son of Israel. In eight books. Chiefly designed for the use of youth","Macgowan, John",printed for G. Keith; G. Pearch; W. Harris; and J. Gurney,,L,"Joseph, (Son of Jacob)",Anonymous. By John Macgowan.; Publication date from Osborne.,", 1726-1780.",Religious,Conversion Narrative?,
WB MI 20181002.csv,N34007,"A letter to the citizens of London, on a very interesting subject. Addressed to the Court of Aldermen, and dedicated to the Right Honourable Brass Crosby, Esq; Lord Mayor","Holloway, Robert",printed for S. Bladon,,L,,Anonymous. By Robert Holloway.,", active 1771-1808.",Addresses,Address?,
WB MI 20181002.csv,N34513,"Three sermons preached on particular occasions: viz. the first on the 29th of November 1759; ... The second ... the 20th of April 1761. The third ... on the 17th of August 1766. By John Sampson, ","Sampson, John",printed for John Wilkie,,L,,,", 1728 or 1729-",Religious,Sermon,
WB MI 20181002.csv,N3453,"Medical advice to the consumptive and asthmatic people of England; wherein the present method of treating disorders of the lungs is shewn to be futile and fundamentally wrong, and a new and easy method of cure proposed by Philip Stern, M.D","Stern, Philip","printed for Almon, John, 1737-1805.",,L,Tuberculosis -- England -- Early works to 1800.,,,Scientific/Scholarly;Instructional/Reference,Guidebooks?,
WB MI 20181002.csv,N3454,"Medical advice to the consumptive and asthmatic people of England; wherein the present method of treating disorders of the lungs is shewn to be futile and fundamentally wrong, and a new and easy method of cure proposed by Philip Stern, M.D","Stern, Philip","printed for Almon, John, 1737-1805.",,L,Asthma.; Lungs -- Diseases.; Respiratory organs -- Diseases.; Tuberculosis -- England -- Early works to 1800.,With a half-title.,,Scientific/Scholarly;Instructional/Reference,Guidebooks?,
WB MI 20181002.csv,N34944,"Miss Melmoth; or, The new Clarissa. In three volumes","Briscoe, Sophia",printed for T. Lowndes,"No. 77, in Fleet-Street",L,"Epistolary fiction, English -- Early works to 1800.Fiction.",Anonymous. By Sophia Briscoe.; Running title: 'The history of Miss Melmoth'.,,Literary,Fiction,
WB MI 20181002.csv,N34974,"Maxims and rules of pleading, in actions real, personal, and mixed, popular, and penal: describing the nature of declarations, pleas, replications, rejoinders, and all other parts of pleading; ... First published in octavo, in the year 1694, from the","Heath, Robert",printed by His Majesty's law printers,,L,Pleading -- Great Britain -- Early works to 1800.,,", Sir, 1575-1649.",Legal,Formularies?,
WB MI 20181002.csv,N35342,"Memoirs of Great Britain and Ireland. From the dissolution of the last Parliament of Charles II. until the sea-battle off La Hogue. By Sir John Dalrymple, Bart","Dalrymple, John","printed for William Strahan; and T. Cadell: and A. Kincaid and John Bell, and J. Balfour","in the Strand, Edinburgh",LE,"Oceania -- Description and travel.; Scotland -- History -- The Union, 1707.; Great Britain -- History -- Revolution of 1688.; Great Britain -- Foreign relations -- 1660-1714.; United States -- Politics and government -- To 1775.; Great Britain -- History -- William and Mary, 1689-1702.","In two parts, each with separate pagination and register.; Text continuous despite pagination.",", Sir, 1726-1810.",Historical,History,
WB MI 20181002.csv,N35371,1st. part. Mother Shipton or Harlequin in despair,AnonN35371,publish'd as the Act directs Marh. 2nd. 1771 by by [sic] Robert Sayer,,L,Broadside poems.,"Verse - In dismal dumps poor Harlequin"".; A harlequinade: a single sheet accordion-folded into four panels then the folds slit in from each side to form two flaps folding over each panel.; Engraved throughout.""",,Literary,Poems,
WB MI 20181002.csv,N35372,2d. part. Mother Shipton or Harlequin in the dumps,AnonN35372,publish'd as the Act directs Septr ye 9th. 1771 by Robert Sayer,,L,Broadside poems.,"Verse - What can poor Harlequino do"".; A harlequinade: a single sheet accordion-folded into four panels then the folds slit in from each side to form two flaps folding over each panel.; Engraved throughout.""",,Literary,Poems,
WB MI 20181002.csv,N35529,"Wagstaff's second catalogue for 1771: Containing a large and valuable collection of choice books, in all languages, and in every branch of ancient and modern literature: including the genuine library of a reverend and well-known connoisseur, collecte","Wagstaff, George",s.n.,,L,Advertising -- Books -- Early works to 1800.; Book catalogs -- Early works to 1800.; Booksellers' catalogs -- Early works to 1800.Advertisements.,,", active 1766-1817.",Commercial/Organizational;Instructional/Reference,Catalogue,
WB MI 20181002.csv,N35545,"The works of the late Reverend James Hervey, ... Volume IV. Containing Aspasio vindicated, ... To which is annexed, A defence of Theron and Aspasio, ","Hervey, James",printed in the year,,L,Theology -- Early works to 1800.,'A defense of Theron and Aspasio' is by William Cudworth.,", 1714-1758.",Religious,Sermon,
WB MI 20181002.csv,N35595,"Unto the Right Honourable the Lords of Council and Session, the petition of John Smith farmer in Upper Liberton, Warwick Smith his son, and Peter Henderson servant to the said John Smith, and of John Gibson and William Walker conjunct procurators-fis",AnonN35595,,,E,"Douglas, Heron, and Company.",Signed on p.12: Robert Blair - Asking to have gleaners punished as trespassers.; Dated at head of drop-head title: January 15. 1771.,,Legal,Petition,
WB MI 20181002.csv,N35596,Unto the Right Honourable the Lords of Council and Session. The petition of John Spottiswood of Spottiswood,"Spottiswoode, John",,,E,"Spottiswoode, John -- Trials, litigation, etc. -- Early works to 1800.Land tenure -- Early works to 1800.Petitions.","Signed at end: Andrew Crosbie.; Vertical chain lines.; Dated at head of drop-head title, in square brackets: June 25th, 1771.",,Legal,Petition,
WB MI 20181002.csv,N35614,"Unto the Right Honourable, the Lords of Council and Session, the petition of Messrs. Mansfield, Hunter, and Company, merchants in Edinburgh; Messrs. Cochran, Murdoch, and Company, merchants in Glasgow; Thomas Rigg of Morton, Esq; and others, creditor",AnonN35614,,,E,"Douglas, Heron, and Company.",Signed at end: Ro. Macqueen.; Dated at head of drop-head title: January 23. 1771.,,Legal,Petition,
WB MI 20181002.csv,N35685,"Welch piety: or, a farther account of the circulating Welch charity schools, from Michaelmas 1770, to Michaelmas 1771. Being testimonials relating to the masters and scholars of the said schools. Together with a list, shewing the place where each sch",AnonN35685,printed by J. and W. Oliver,,L,,Earlier volumes of this annual are by Griffith Jones; he died in 1761.,,CDM,CDM,
WB MI 20181002.csv,N35809,"Unto the Right Honourable the Lords of Council and Session, the petition of John Fraser of Laggan writer in Dumfries, heretable proprietor of the lands of Nether Yett and Annet Land, Friaryard, Balbeck and Easter Glen,","Fraser, John",,,E,,Signed at end: Jo. MacLaurin.; Dated at head of drop-head title: Feb. 12. 1771.,", of Laggan.",Legal,Petition,
WB MI 20181002.csv,N35939,"Wit without money. A comedy, as it is acted at the Theatre Royal in Covent Garden. By Beaumont and Fletcher","Fletcher, John","printed for T. Davies, T. Lowndes, C. Corbett, S. Bladon, and William Griffin",,L,English drama (Comedy) -- Early works to 1800.Plays.,"Attributed to John Fletcher alone, in spite of the titlepage wording.",", 1579-1625.",Literary,Play,
WB MI 20181002.csv,N36202,"The seaman's daily assistant, being a short, easy, and plain method of keeping a journal at sea; In which are contained, rules, shewing how the allowances for Lee-way, variation, heave of the sea, set of currents, &c. are to be made, and to correct","Haselden, Thomas",Printed for J. Mount and T. Page,on Tower-Hill,L,Navigation.,,", -1740.",Instructional/Reference,Guidelines,
WB MI 20181002.csv,N3622,"Grammatical institutes; or, an easy introduction to Dr. Lowth's English grammar, designed for the use of schools. And to lead Young Gentlemen and Ladies, into the Knowledge of the first Principles of the English Language. By John Ash, with an appendi","Ash, John",printed for Edward and Charles Dilly,"in the Poultry. MDCCLXXI. (entered at Stationer's-Hall, agreeable to Act of Parliament.)",L,English language -- Grammar -- 1500-1800.,,", 1724?-1779.",Instructional/Reference,Grammars,
WB MI 20181002.csv,N3675,"Medicina gymnastica: or, every man his own physician. A treatise concerning the power of exercise with respect to the animal oeconomy: and the great necessity of it in the cure of several distempers. ... By Francis Fuller, M.A","Fuller, Francis",printed for W. Norris,,L,Medicine -- Early works to 1800.,"Includes 'General rules for health and long life' with a separate titlepage and pagination, but register is continuous.",", 1670-1706.",Instructional/Reference;Scientific/Scholarly,Treatise,
WB MI 20181002.csv,N3678,The life and adventures of Common Sense: an historical allegory. ,"Lawrence, Herbert","Printed for J. Whiston, and M. Lawrence","in Fleet-Street, near Durham-Yard, in the Strand",L,,Anonymous. By Herbert Lawrence.; A reissue of the first edition with an altered titlepage.,,Literary,Fiction,
WB MI 20181002.csv,N36954,"Lord Camden's genuine argument in giving judgment on the ejectment between Hindson, and others against Kersey. Wherein Lord Mansfield's opinion delivered in Wyndham V. Chetwynd, is learnedly considered. To which is prefixed, the argument of Lord Mans","Pratt, Charles",Sold by John Wilkie,in St. Paul's Church Yard,L,Landlord and tenant -- Great Britain -- Early works to 1800.; Inheritance and succession -- Great Britain -- Early works to 1800.,First published in 1766 as 'Lord Camden's argument in Doe on the demise of Hindson'.; With a half-title.; Price on title page: (Price Four Shillings.),", Earl Camden, 1714-1794.",Legal,Trial Proceedings,
WB MI 20181002.csv,N36981,"Stentorian eloquence, and medical infallibility; a poem","Cockings, George",printed for the author; and sold by John Bell,,L,,Anonymous. By George Cockings.,", -1802.",Literary,Poems,
WB MI 20181002.csv,N36989,"The works of the late Reverend James Hervey, ... Volume VI. Containing the remainder of his letters. Several tracts are annexed","Hervey, James",printed in the year,,L,Theology -- Early works to 1800.,,", 1714-1758.",Religious,Sermon,
WB MI 20181002.csv,N37158,"The statutes at large, from the fifth year of King George the Third, to the tenth year of King George the Third, inclusive. To which is prefixed, a table of the titles of all the Publick and Private statutes during that time. With a copious index. ",Great Britain,"printed by Charles Eyre and William Strahan, Printers to the King's most Excellent Majesty: and by W. Strahan and M. Woodfall, Law Printers to the Kin",,L,Law -- Great Britain.,With an index.,,Legal,Laws,
WB MI 20181002.csv,N37459,"The sporting calendar: Containing an account of the plates, matches, and sweepstakes, that have been run for in Great Britain, Ireland, and Jamaica. In the year 1771. With a true abstract of all the matches, &c. made at present to be run at Newsmar","Tuting, William",s.n.,,L,Horse racing -- Great Britain -- Registers -- Early works to 1800.; Sports -- Great Britain -- Registers -- Early works to 1800.,"With a list of subscribers.; Place of publication from v. I.; Originally issued monthly during the racing season, Feb. to Oct. or Nov.",,Commercial/Organizational;Instructional/Reference,Calendar,
WB MI 20181002.csv,N378,"Douglas: a tragedy. As it is acted at the Theatres-Royal in Drury-Lane, Covent-Garden, and Edinburgh","Home, John","printed for T. Caslon, T. Lowndes, W. Nicoll, and S. Bladon",,L,Scottish drama.,Anonymous. By John Home.; With a half-title and an epilogue.,", 1722-1808.",Literary,Play,
WB MI 20181002.csv,N37983,"A survey of the manors of Trythance, and barton of Trewothack, lying in the parishes of St. Keverne, and St. Anthony, in Meneage, in the county of Cornwall",AnonN37983,,,L,,,,CDM,CDM,
WB MI 20181002.csv,N3809,"The english malady removed; or, a new treatise on the method of curing the land scurvy, leprosy, elephantiasis, and evil, with other cutaneous eruptions; shewing the Rise and Progress of these Diseases, and by what Medicines they are cured. Illustr","Mardon, L.",printed for the author,"sold at Mr. Pearch's; and at Mr. Spilsbury's, No. 24, in Gutter-Lane, Cheapside",L,Elephantiasis -- Early works to 1800.; Leprosy -- Early works to 1800.; Scurvy -- Early works to 1800.,,,Scientific/Scholarly,Treatise,
WB MI 20181002.csv,N38169,"Champion, Fleming, and Champion, grocers and tea-dealers, near Newgate, London: sells teas of all sorts ","Champion, Fleming, and Champion",,,L,Advertisements.,,,Commercial/Organizational,Advertisements,
WB MI 20181002.csv,N38178,"A practical discourse concerning death. By William Sherlock, D. D. late Dean of St Paul's","Sherlock, William","printed for Stanley Crowder, C. Ware, and T. Payne",,L,Death.,,", 1641?-1707.",Instructional/Reference;Religious,?,
WB MI 20181002.csv,N38331,Meditations upon several texts of Scripture. By the late Mrs Jean Steuart. ,"Steuart, Jean","printed for G. Keith, and Edward and Charles Dilly. And sold by A. Kincaid and John Bell; J. Dickson","and the other booksellers, Edinburgh",LE,,With a final errata leaf.,", 1689-1766.",Religious,Prayer?,
WB MI 20181002.csv,N39115,"Saint Vincent. Harry Smith, collector of the customs in the island of Saint Vincent, in America, ----- appellant. and Richard Ottley, of the said island ... respondent. The appellant's case","Smith, Harry",,,L,,Case to be heard before the Privy Council in 1771.; Drop-head title.; With a docket title.,", Collector of the Customs in the Island of Saint Vincent",Legal,Trial Proceedings,
WB MI 20181002.csv,N3919,"Meditations and contemplations. In two volumes. ... By James Hervey, ","Hervey, James",printed for the proprietors,,L,Devotional literature -- Early works to 1800.,,", 1714-1758.",Literary;Religious,Prayers?,
WB MI 20181002.csv,N39447,"Kearsly's gentleman and tradesman's pocket ledger, for the year 1771; ","Kearsley, George","printed for Kearsley, George, -1790.",sold by all the booksellers in town and country,L,,Pagination begins at p.111.,", -1790.",Instructional/Reference,Almanac?,
WB MI 20181002.csv,N39477,"The provok'd husband; or, a journey to London. A comedy. As it is acted at the Theatres-Royal in Drury-Lane and Covent-Garden. Written by the late Sir John Vanbrugh and Mr. Cibber","Cibber, Colley",printed for T. Lowndes,,L,,A completion and adaptation by Colley Cibber of Vanbrugh's unfinished 'A journey to London'.,", 1671-1757.",Literary,Play,
WB MI 20181002.csv,N39791,"On or before Lady Day next will be published Theological dissertations, by Capel Berrow, ","Berrow, Capel",,,L,Prospectuses.,"Dated at head: London, 1771.; With a list of subscribers.; 'Theological dissertations' was published in 1772.",", 1715-1782.",Religious,?,
WB MI 20181002.csv,N40140,"I have the Postmaster General's commands to send you herewith, a number of advertisements for the apprehending of an horrid gang of house-breakers and murderers, ",Great Britain. Post Office,,,L,,"Signed: Anthony Todd, Secretary.; Dated at head: General-Post-Office, November 7th, 1771.",,Addresses;Legal,Address?,
